variables
ABSENT
ACTNLFLY
AGE
AGEMARR
AHRSWORKT
ASECWT
ASECWTH
CLASSWKR
CLASSWLY
CPI99
DURUNEM2
DURUNEMP
EDUC
EMPSTAT
FAMREL
FAMUNIT
FARM
FEBMAR
FRAGMNT
FTYPE
FULLPART
HIGRADE
HRHHID
HUHHNUM
INCBUS
INCFARM
INCTOT
INCUNERN
INCWAGE
IND
LABFORCE
LINENO
LKWKFTPT
LOOKING
MAJORACT
MARST
METAREA
METFIPS
METRO
MONTH
NUMPREC
NWLOOKWK2
OCC
PAYIFABS
PERNUM
POPSTAT
RACE
REGION
RELATE
ROTATE
SERIAL
SEX
SPLOC
SPRULE
STATEFIP
STRECHLK
USFTPTLW
WHYABSNT
WHYPTLWK
WKSUNEM2
WKSWORK2
YEAR
