variables
PELNPAR1
PELNPAR2
PEMOMTYP
PENSION
PEPAR1TYP
PEPAR2TYP
PERNUM
PEXER
PFESTIVAL
PGARDEN
PHIHHKID
PHINHKID
PHINSUR
PHIOTHR
PHIOWN
PHIS
PHISELF
PHISPOUS
PHONE
PHOURTV
PINTERNET
PINTERNETO
PJAZZ
PJAZZN
PLBKREAD
PLIKEBGRAS
PLIKEBLUES
PLIKECLASS
PLIKECNTRY
PLIKECROCK
PLIKEFOLK
PLIKEGSPL
PLIKEJAZZ
PLIKELATIN
PLIKEMUS
PLIKEOP
PLIKERAP
PLIVMUS
PMODA2FLG
PMODAFLG
PMODBFLG
PMODCFLG
PMODDFLG
PMODEFLG
PMODXFLG
PMOVIES
PMUSEUM
PMUSEUMN
PMUSICAL
PMUSLYR
PMUSPUB
PMVCAID
PMVCARE
PNMUS
PNMUSN
PNMUSPUB
PNOVEL
POP2RULE
POPERA
POPERAN
POPLOC
POPLOC2
POPRULE
POPSTAT
POUTDOOR
POVERTY
POWNART
PPAINT
PPHOTO
PPLAY
PPOETRY
PPOTTERY
PPRIVLESS12M
PRIPURLW
PROFCERT
PROPTAX
PRVTCOUTLY
PRVTCOUTNW
PRVTCOVLY
PRVTCOVNW
PRVTDEPLY
PRVTDEPNW
PRVTOWNLY
PRVTOWNNW
PRVTPART
PSALSA
PSALSAN
PSPACT
PSPORT
PTWEEKS
PUBCOVLY
PUBCOVNW
PUBHOUS
PUBPART
PVISLYR
PVOCAL
PVOLUNTEER
PWEAVE
PWRTLYR
QUITSICK
RACE
RECTYPE
REGION
RELATE
RENTSUB
REPORTYR
REPWT
REPWTP
RETCONT
ROTATE
SCHIPLY
SCHIPNW
SCHLCOLL
SCHLDUTY
SCHLLUNCH
SDAWT
SERIAL
SEX
SPLOC
SPMCAPHOUS
SPMCAPXPNS
SPMCHSUP
SPMCHXPNS
SPMEITC
SPMEQSCALE
SPMFAMUNIT
SPMFEDTAXAC
SPMFEDTAXBC
SPMFICA
SPMFTOTVAL
SPMGEOADJ
SPMHEAT
SPMLUNCH
SPMMEDXPNS
SPMMORT
SPMNADULTS
SPMNCHILD
SPMNEWFAM
SPMNPERS
SPMPOV
SPMSNAP
SPMSTTAX
SPMTHRESH
SPMTOTRES
SPMWIC
SPMWKXPNS
SPMWT
SPRULE
SRCDISA1
SRCDISA2
SRCEARN
SRCEDUC
SRCPEN1
SRCPEN2
SRCRET1
SRCRET2
SRCRETI1
SRCRETI2
SRCRINT1
SRCRINT2
SRCSSI
SRCSURV1
SRCSURV2
SRCUNEMP
SRCWELFR
SRCWKCOM
SSIKID
SSKID
STAMPMO
STAMPNO
STAMPVAL
STATAXAC
STATECENSUS
STATECERT
STATEFIP
STATETAX
STIMULUS
STRECHLK
SUBMINWAGE
TAGESMK
TAMSMK
TATONCE
TAVG1
TAXINC
TBSUPPWT
TBUYOWN
TCARTON
TCHEW
TCIG100
TCIGAR
TCIGDAY
TCIGMONTH
TCIGTYPE
TCLINIC
TCOUNSEL
TCUT
TDENAD
TDOCAD
TEMPPRG
TEVERSTOP
TFREQ
TGUM
THABIT
THABIT1
TINFO
TINHALER
TINSPRAY
TINTLANG
TLINE
TLITE
TLOZ
TLOZGUM
TMED
TMEDADV
TMEDHELP
TMEDNIC
TMEDPILL
TMEDRX
TMEDTALK
TNICTAB
TNRWT
TOPNADV
TOPNBAR
TOPNHOSP
TOPNMALL
TOPNMINOR
TOPNREST
TOPNSAMP
TOPNSPORT
TOPNWORK
TOTHER
TOTHERPILL
TOTHNIC
TOTHNICCP
TOTHNICCS
TPATCH
TPILL
TPILLCV
TPIPE
TPLAN30
TPLAN6
TPRICECT
TPRICEPK
TRANSAID
TRCCOUTLY
TRCCOUTNW
TRCCOVLY
TRCCOVNW
TRCDEPLY
TRCDEPNW
TRCOUTLY
TRCOUTNW
TRCOWNLY
TRCOWNNW
TRCTYPLY
TRCTYPNW
TRCWHO1
TRCWHONW
TRESP
TRULEHH
TRYQUIT
TRYSTOP
TRYSTOPN
TSINCEDAILY
TSINCEQUIT
TSMK2WK
TSMK6
TSMKAMTIME
TSMKER
TSNUFF
TSPRAY
TSRWT
TSTOP3
TSTOPDUR
TSTOPLONG
TSTOPWK
TUBRAND
TUSEOTHER
TWEB
TWKAREA
TWKPOLICY
TWKPUBLIC
TYRSMK
UBSUPPWT
UBSUPPWTH
UCAPLAST
UCNOMAIN
UCNORECLAST
UCNORECWK
UCRECLAST
UCRECWK
UCSUPFLG
UCSUPPWT
UCUNION
UCWHYNOELG
UHRSWORK1
UHRSWORK2
UHRSWORKLY
UHRSWORKORG
UHRSWORKT
UNION
UNITSSTR
UNKREASN
USFTABLW
USFTPTLW
VACOVLY
VACOVNW
VAFGHAN
VCOMBAT
VDISABLE
VDISCHECK
VDISRATE
VDISUNEMCUR
VDISUNEMEV
VDISYEAR
VEMCONT
VEMCONTUSE
VEMOFF
VEMOFFUSE
VEMOTH
VEMOTHUSE
VERIFY
VET1
VET2
VET3
VET4
VETLAST
VETQA
VETRESP
VETSTAT
VGUARDACT
VGUARDCUR
VGUARDMEM
VGULFWAR
VHOWLONG
VIRAQ
VJOBTRAIN
VJOBTRAINOB
VLABROAD
VLABROADC
VLABROADT
VLADMIN
VLASTEMYR
VLASTGUARD
VLASTSERVE
VLASTWHICH
VLBUILD
VLCOACH
VLCOMMITTEE
VLCOUNSEL
VLDONATE
VLFOOD
VLFUND
VLGOODS
VLHALLORG
VLHMAINORG
VLHTORG1
VLHTORG2
VLHTORG3
VLHTORG4
VLHTORG5
VLHTORG6
VLHTORG7
VLINVLMAINORG
VLMEETING
VLMENTOR
VLNEIGH
VLOTHER
VLPERFORM
VLRESP
VLSTATUS
VLSUPPWT
VLTORG1
VLTORG2
VLTORG3
VLTORG4
VLTORG5
VLTORG6
VLTORG7
VLTUTOR
VLUSHER
VLWTORG1
VLWTORG2
VLWTORG3
VLWTORG4
VLWTORG5
VLWTORG6
VLWTORG7
VNOEMDIS
VNOEMDK
VNOEMFAITH
VNOEMFAM
VNOEMFIND
VNOEMINFO
VNOEMJOB
VNOEMLOOK
VNOEMNOJOB
VNOEMOLD
VNOEMOTH
VNOEMPRIDE
VNOEMVA
VNOEMWANT
VNOEMWEB
VNOTAPCON
VNOTAPDENY
VNOTAPDK
VNOTAPED
VNOTAPJOB
VNOTAPOFF
VNOTAPOTH
VNOTAPTIME
VNOTRAINCON
VNOTRAINCOST
VNOTRAINDENY
VNOTRAINFAM
VNOTRAINOTH
VNOTRAINREQ
VNOTRAINTIME
VNOTRAINTYPE
VNOTRAINVA
VNOTRAINWRONG
VOREG
VOREG95
VOREGHOW
VOSUPPWT
VOTED
VOTEHOW
VOTERES
VOTERESP
VOTEWHEN
VOWHYNOT
VOYNOTREG
VRELBRANCH
VTAP
VTAPBEHAVE
VTAPCIV
VTAPEARLY
VTAPINFO
VTAPINSTRUCT
VTAPINTRVW
VTAPJOB
VTAPLIM
VTAPLONG
VTAPMAND
VTAPMED
VTAPMEDIA
VTAPNONE
VTAPNOSUG
VTAPOTH
VTAPOTHSUG
VTAPPRESEMP
VTAPPRESPRI
VTAPRESUME
VTAPSIM
VTAPSPOUSE
VTAPSUPPORT
VTAPSYL
VTAPUNEMBEN
VTAPUPDATE
VTAPVETBEN
VTRAINAD
VTRAINBASIC
VTRAINCOMM
VTRAINCOMP
VTRAINMGMT
VTRAINOTH
VTRAINPROD
VTRAINPROF
VTRAINSAFE
VTRAINSALE
VTRAINSERV
VTSUPPWT
VVIETNAM
VWHEN
WANTJOB
WHOELSGH
WHOELSOI
WHYABSNT
WHYLEFT
WHYLOOK
WHYMOVE
WHYNWLY
WHYPTLWK
WHYPTLY
WHYSS1
WHYSS2
WHYSSI1
WHYSSI2
WHYUNEMP
WKSTAT
WKSUNEM1
WKSUNEM2
WKSWORK1
WKSWORK2
WKSWORKORG
WKXPNS
WNFTLOOK
WNLOOK
WNLWNILF
WORK0375
WORK0380
WORKFARE
WORKLY
WRKOFFER
WRONGAGE
WSENDAMPM
WSENDTIME
WSFLEXHRS
WSFLEXPGM
WSFLEXREAS
WSHRSPREF
WSOTHRS
WSOTHSHFT
WSOTPAY
WSPAYHMHRS
WSREGSHFT
WSSHFTREAS
WSSTAMPM
WSSTTIME
WSSUPPWT
WSWKDAYS
WSWKHM
WSWKHMDAYS
WSWKHMFREQ
WSWKHMHRS
WSWKHMPAID
WSWKHMREAS
WTFINL
WTVET
YEAR
YNGCH
YRIMMIG
